,date,tweet,prediction,score
474279,2020-04-28 05:02:59+00:00,"@castlemayne @easyJet You still pay the difference the change is free, you can go into your booking and do this to see the fare difference without actually changing.",price,-0.18899999999999997
54532,2020-05-07 12:22:08+00:00,@MedTJ3 @united We have fix prices for taking pets. Please find further Information and prices on our website: https://t.co/UzAEa6F8fG. /Sam,price,0.0
559798,2020-05-19 15:39:45+00:00,@TrotskyAmor @Fly_Norwegian What they really mean by processing in chronological order is that no one gets paid so everyone is in order of not getting paid,price,-0.28600000000000003
266685,2020-08-26 18:43:21+00:00,@Ryanair Is there a minimum fee to pay when checking out? I have the value fare selected but there's no option to check out,price,0.0
283093,2020-09-17 22:28:19+00:00,@Ryanair Get the people paid IN CASH!!!!!,price,-0.583
178312,2020-09-23 17:39:07+00:00,@UltingWick May be worth tagging them too. @British_Airways,price,0.655
528078,2020-09-17 12:34:55+00:00,"@easyJet please tell me why the price for an infant, who doesn’t get a seat, is the most expensive? This must be an error, surely 🤔 https://t.co/1caC1pkDW1",price,0.5920000000000001
422940,2020-07-11 00:04:24+00:00,@jazzSingh001 &gt;&gt; corresponding currency and payment options for that country. An overview of the payment options can be found here: https://t.co/sEpFdq1Uxd. &lt;&lt;,price,0.0
230793,2020-04-26 10:00:58+00:00,"@raitapaita @Ryanair Whilst we all understand the financial predicament they're in, is it legal for them to hold passengers ""hostage"" by issuing vouchers?  @UK_CAA @CAAi_UK",price,0.17600000000000002
328978,2020-05-29 11:12:50+00:00,"@vueling Even after following all the steps mentioned in the mail, I did not get monetary refund. Why?",price,0.0
193781,2020-10-16 13:12:58+00:00,"Have customers pay for one thing, give them something cheaper, do nothing  - @British_Airways policy",price,-0.41200000000000003
98287,2020-01-26 08:34:47+00:00,"Despite pricing and positioning as a ‘premium’ airline, @British_Airways is nothing more than budget. Too many issues for one tweet... see attached. #airline #RipOffBritain #traveltips #travelblogger https://t.co/5ei7i8xbSz",price,0.0
101416,2020-01-22 04:42:49+00:00,"Despite pricing and positioning as a ‘premium’ airline, @British_Airways is nothing more than budget. Too many issues for one tweet... see attached. @BritishAirwSUCK #airline #RipOffBritain #traveltips #TravelTuesday https://t.co/Gd8RiNgfeN",price,0.0
476614,2020-04-25 10:00:04+00:00,@easyJet I paid €90 but get only a €75 voucher?? That’s 17% less without any indication as to why https://t.co/sz3bebipS6,price,-0.583
277853,2020-09-24 13:08:55+00:00,@Ryanair Buy one for the price of two and get one free.,price,0.0
267910,2020-08-25 18:11:40+00:00,@Ryanair @DonaldJTrumpJr Why not over charge him and give me my money back???,price,0.0
219448,2020-03-21 17:23:38+00:00,@Ryanair is it just the price of the flight that I can transfer to another date or does it include priority that I paid for too?,price,-0.18899999999999997
184384,2020-10-30 11:48:08+00:00,"The more I search, the more I see others are same position as me:

https://t.co/S05J9UY4lR

@British_Airways where's the money",price,0.0
435468,2020-09-10 17:16:19+00:00,@malenatudi @KLM Is it still worth looking into the information they have available even with this type of service?,price,0.322
378603,2020-02-14 10:48:10+00:00,@simondebognies &lt;&lt; More information about this policy and the fees can be found in article 3.4: https://t.co/Eor7psMh57.,price,0.0
372855,2020-01-15 19:51:31+00:00,@robroggema &lt;&lt; More information about this policy and the fees can be found in article 3.4: https://t.co/Eor7psMh57.,price,0.0
323063,2020-02-09 14:45:11+00:00,@vueling please let me know if the info is up to date - it’s also a risk driving... need to know if it’s worth coming or not,price,0.0
555738,2020-04-17 18:12:08+00:00,@GhostFuji @omarmasterrr @Fly_Norwegian We ain’t ever seeing that money again.,price,0.0
149019,2020-06-25 16:14:11+00:00,@aviatorsteve @British_Airways And I don’t even know why it would cost that lol,price,0.583
244536,2020-06-29 11:21:01+00:00,"@Ryanair My money is calling, have you seen it?",price,0.0
245834,2020-06-28 04:28:33+00:00,@funmioyatogun @Ryanair they will even make you pay for looking at their logo,price,-0.41200000000000003
47873,2020-04-03 23:35:10+00:00,"@sasschick1 Don't worry, there will be another E-mail following once the money is reflected on the account. /Min",price,0.0
162968,2020-07-23 16:51:05+00:00,"📢We paid @marksandspencer another visit today, this time in Edinburgh. 

❌M&amp;S, You know what you have to do. Use your influence to call out @British_Airways and project #fireandrehire. 

👋Until then, see you soon! #BAbetrayal #StandWithBAWorkers https://t.co/uxUQ4MDPQ8",price,-0.18899999999999997
107375,2020-02-25 02:10:07+00:00,"@Suziemay212 No problem. The fee may apply per sector, it may be worth checking for that.  Paul",price,0.322
357062,2020-06-26 15:52:27+00:00,"@lladini @airfrance Yea, I know. I just don't know if it would be worth the hassle.",price,0.655
49505,2020-05-28 06:34:12+00:00,@lufthansa @Danbsmith88 Patience? People have been waiting for months. Its time to pay up.,price,-0.318
301950,2020-02-16 19:04:20+00:00,@SiManM20 @SAS Unbelievable! Pay to contact customer service... #CustomerExperience #CustomerService,price,-0.41200000000000003
288341,2020-10-21 10:00:00+00:00,"@x_hLj_x @Ryanair It’ll cost you, quite a bit in fact https://t.co/maHDpdTGWv",price,0.0
549346,2020-03-16 14:47:59+00:00,@Fly_Norwegian I was actually querying your financial status,price,0.0
170603,2020-08-24 15:00:31+00:00,"So @British_Airways thinks that today, 24 August, is Friday... I bet it affects prices all over their booking system... https://t.co/NzBgWGcCby",price,0.0
419738,2020-07-27 10:52:12+00:00,@KLM I want to know if the dates and prices are correct,price,0.245
429502,2020-08-12 19:40:10+00:00,@refgrant91 @paul_winginit @KLM @British_Airways They revenue manage the rates depending on occ,price,0.0
373018,2020-01-14 19:11:28+00:00,@KLM I couldn't have any help I don't know why you have costumers service 😀 https://t.co/G5bDvkxyUM,price,0.474
553685,2020-03-01 15:06:24+00:00,"@Fly_Norwegian How come? If we’ve paid for 5 bags, we should be able to take 5 bags?",price,-0.583
208068,2020-02-22 09:48:55+00:00,"@Ryanair your costs should be low, not your sense of decency.",price,0.0
230062,2020-04-26 19:02:30+00:00,@dougleddin @Ryanair At that rate you should get paid 😮,price,-0.583
393861,2020-04-23 14:11:22+00:00,".@WhichUK Can you give us your opinion about this response from @KLM, please. Are you aware of any governments issuing guidance on vouchers? I'm a paying Which member, BTW. #RefundPassengers #ItsRightToRefund @BBCNewsnight https://t.co/tHAeTSmJ1E",price,-0.18899999999999997
265505,2020-08-27 20:15:59+00:00,@SkyNews How much you pay @Ryanair to stage this? #followthemoney,price,-0.583
206604,2020-02-22 20:32:20+00:00,@RoryMaw @Ryanair @RosieDuffield1 I'd pay to watch,price,-0.583
247220,2020-06-26 15:26:43+00:00,@Ryanair Where is my money currently located? #ryanairrefunds,price,0.0
518,2020-01-26 12:34:26+00:00,@lufthansa And now the price has gone up by £200!,price,0.0
12677,2020-01-26 12:34:26+00:00,@lufthansa And now the price has gone up by £200!,price,0.0
278240,2020-09-24 09:39:25+00:00,@Ryanair Has the price gone up?,price,0.0
6497,2020-01-26 12:34:26+00:00,@lufthansa And now the price has gone up by £200!,price,0.0
271079,2020-08-22 08:20:07+00:00,"Really @Ryanair I'm waiting since may for my money and you keep telling me 4 weeks. 
https://t.co/V6KPoQG7tE",price,0.0
135152,2020-05-30 08:58:41+00:00,"#ShameOnYouBA @British_Airways @chrisymac76 is correct, but I’d like to ask what is the market rate for all the combined experience of your workforce??? #NoWayBA #Handbacktheflag #backinthehold https://t.co/vUd5Ob7pIz",price,0.33299999999999996
562652,2020-06-24 12:38:28+00:00,@Fly_Norwegian I’m gonna spend some time now (as I’m bored) to report you now as you’re just doing this to make money off people who may not check the destination rules first,price,0.0
541782,2020-10-03 10:47:33+00:00,2nd @easyJet person says no payment should have been taken.,price,0.0
228954,2020-04-27 11:55:37+00:00,"@loy85101821 @SorchaMcNally1 @PoliticsWatch14 @Im_in_1984 @DublinAirport @TheNotoriousMMA @Ryanair @gemmaod1 They're only paying €5 an hour, is that what you're saying. Have you proof of that.",price,-0.583
96652,2020-01-28 13:26:20+00:00,"@Flight_Refunds @British_Airways Thanks, I’ve already taken care of this and @British_Airways were good enough to pay compensation within a week.",price,0.0
447105,2020-01-14 13:04:25+00:00,@easyJet How do we find out the cost of this?,price,0.0
545103,2020-02-13 13:52:34+00:00,@rafat @Fly_Norwegian They are creating demand by pricing which is perhaps enables revenue growth.,price,0.0
90339,2020-10-27 14:00:29+00:00,@lufthansa if you are studying my case why you paid me U$80 ?,price,-0.41200000000000003
417901,2020-06-03 12:23:27+00:00,@KLM This is illegal. Your policies are not above the law. Pay back our money. #klmrefund https://t.co/jaRPgBeisL,price,-0.583
416383,2020-06-08 11:49:30+00:00,"@Psymmo1987 Please know since you have paid through them, you will need to contact them directly.",price,-0.318
449276,2020-01-08 18:23:24+00:00,@easyJet Standard charges I understand as per your first response but it does not tell me how you justify the cost of in my case of over £11 per minute!,price,0.0
319911,2020-10-17 07:23:35+00:00,"@dsfrederik Hi, Prices are depending on available seats left.//JH",price,0.0
214990,2020-03-27 07:50:11+00:00,@AnnieDirlik @easyJet @jet2tweets @Ryanair Might be only £300 but it’s money that all their customers have paid an some are out of jobs and don’t know what their financial situation will be in the coming months.,price,-0.16699999999999998
523133,2020-09-27 18:31:29+00:00,@easyJet Can either @easyJet or @kiwicom247 please let me know when I’ll get my money back?!,price,0.0
102744,2020-01-20 12:23:21+00:00,@KendallFlyers @Gazzerg23 @MilesFmBlighty @British_Airways @TheSun @DailyMailUK Nor indeed the catering ordered and paid for!,price,-0.41200000000000003
363086,2020-08-24 09:27:18+00:00,"@airfrance I’m not a member. Is there any paid facility, subject to availability?",price,-0.583
387172,2020-03-18 19:19:06+00:00,@PMGilmartin @KLM How much did you get paid for this comment ?,price,-0.583
229899,2020-04-26 23:35:40+00:00,@AnthonyICHH @AerLingus @Ryanair Its also against Merchant Processing scheme rules if you've paid by Credit/Debit card.,price,-0.259
474251,2020-04-28 06:52:08+00:00,"@easyJet I've had a look at the refund, but it'd not even been paid back to the account/card of mine?",price,-0.583
161651,2020-07-24 17:13:45+00:00,So much money doing the rounds!.@British_Airways will you now show some respect and decency? #NationalDisgrace #StandWithBAWorkers #WeAreBA #fireandrehire #MentalHealthAwareness https://t.co/NL5fNwsPpn,price,0.7559999999999999
468807,2020-03-29 09:58:26+00:00,@easyJet Can you please confirm how I get my money back? #easyjetrefund,price,0.0
223690,2020-04-29 17:43:21+00:00,"@CricketVixen I wouldn’t mind if @Ryanair just said - if you don’t want a voucher, here’s how you apply for cash, but we are monitoring cash flow/it will take time to process etc so you will have to wait...but ignoring it 🤛🤦🏼‍♀️",price,0.0
199237,2020-01-17 10:38:10+00:00,"More than a price war:
@Ryanair boss uses hard-hitting metaphor in @Flybe case.
#FlybeFiasco 
https://t.co/LHm95jhBUs",price,0.0
441387,2020-10-05 01:01:18+00:00,@KLM I did not ask for payment status. I have a serious concern,price,0.0
158605,2020-07-27 16:58:40+00:00,@darloscott @British_Airways Especially when you look at the price of the ticket if you wanted to go on D328 in the first place,price,0.20600000000000002
406842,2020-05-10 21:50:34+00:00,@KLM I’m not looking for any other dates or times I’ve paid for a specific product if it’s not available then I need my money back,price,-0.149
268712,2020-08-25 09:07:30+00:00,@Rooney137 @Ryanair @DonaldJTrumpJr Complete farce. Still waiting on 2 sets of flights. Worth £500,price,0.38799999999999996
285040,2020-10-27 15:28:45+00:00,@Ryanair Once again you give an answer without an actual answer. It's just a way of you buying time. I want to know exactly when I'm going to receive my money,price,0.126
382295,2020-03-30 16:43:56+00:00,@KLM But our money means more,price,0.0
318422,2020-09-27 09:56:00+00:00,"@SAS You've had our money with no flight, how are we meant to help?",price,0.0
480636,2020-04-22 19:00:03+00:00,"@easyJet I have already requested and processed the refund, on 18th March! You need to pay me what you owe, I don’t need to do anything.",price,-0.259
153651,2020-06-20 16:18:31+00:00,@RealWilde @British_Airways No F1 I'm guessing. Where do you want to go? It's the change fee you don't want to pay I presume? It is hefty.,price,0.0
209766,2020-02-17 05:01:40+00:00,@Ryanair why do you keep raising your prices ?,price,0.0
199344,2020-01-16 22:35:35+00:00,"@Ryanair Try Cologne. ""Value"" fare at approx £252 return.",price,0.0
471685,2020-03-28 11:12:33+00:00,@easyJet What is cost of the call to you per min? I see it's a 0330 number,price,0.565
200103,2020-01-15 10:29:13+00:00,"@shaneheneghan @AerLingus @Ryanair How will you feel about it though?

These prices are outrageous!! Why am I paying this much? Oh, that's right. The fashion show. Take my money 😂",price,-0.259
356215,2020-05-05 12:19:35+00:00,"@gregcheasman @airfrance Same here, no replied or hear anything from @airfrance !anyone manage to get any money refund?",price,0.0
233585,2020-05-30 17:09:23+00:00,@Adams_gg_bets You’d have to be confident you would be paying an additional premium with @Ryanair for this ‘luxury seat’,price,0.0
466934,2020-03-30 07:10:36+00:00,"@easyJet Do the right thing and give your customers their money back not a poxy voucher.
You will pay the price if you don’t do the right thing when all this is over.",price,-0.149
400383,2020-04-02 18:42:41+00:00,@KLM Helping with these prices during the COVID-19 crisis? Or are you trying to compensate the losses with us who need to get home? https://t.co/vQ4XpAhQm3,price,0.0
242159,2020-05-23 16:23:20+00:00,@Ryanair Pay your bills,price,-0.583
240750,2020-05-24 16:12:12+00:00,@Ryanair Pay your bills,price,-0.583
240783,2020-05-24 16:04:58+00:00,@Ryanair Pay your bills,price,-0.583
240784,2020-05-24 16:04:36+00:00,@Ryanair Pay your bills,price,-0.583
239169,2020-05-26 08:03:00+00:00,@Ryanair Pay your bills,price,-0.583
235971,2020-05-28 15:35:53+00:00,@Ryanair Pay your bills,price,-0.583
241969,2020-05-23 17:51:55+00:00,@Ryanair Pay your bills,price,-0.583
240782,2020-05-24 16:05:10+00:00,@Ryanair Pay your bills,price,-0.583
234783,2020-05-29 15:25:32+00:00,@Ryanair Pay your bills,price,-0.583
237206,2020-05-27 13:50:56+00:00,@Ryanair Pay your bills,price,-0.583
233989,2020-05-30 10:45:01+00:00,@Ryanair Pay your bills,price,-0.583
240458,2020-05-24 19:41:12+00:00,@Ryanair Pay your bills,price,-0.583
118039,2020-03-28 22:19:35+00:00,@MarkRBennett3 @UKHomeSecretary @British_Airways @ukhomeoffice Who is paying bills and so on?,price,-0.583
239025,2020-05-26 09:10:52+00:00,@Ryanair Pay your bills,price,-0.583
233548,2020-05-30 17:31:57+00:00,@Ryanair Pay your bills,price,-0.583
239629,2020-05-25 16:17:21+00:00,@Ryanair Pay your bills,price,-0.583
235950,2020-05-28 15:43:05+00:00,@Ryanair Pay your bills,price,-0.583
234812,2020-05-29 15:18:52+00:00,@Ryanair Pay your bills,price,-0.583
239628,2020-05-25 16:17:51+00:00,@Ryanair Pay your bills,price,-0.583
238421,2020-05-26 13:41:17+00:00,@Ryanair Pay your bills,price,-0.583
234406,2020-05-29 19:45:00+00:00,@Ryanair Pay your bills,price,-0.583
237207,2020-05-27 13:50:39+00:00,@Ryanair Pay your bills,price,-0.583
238783,2020-05-26 10:40:58+00:00,@Ryanair Pay your bills,price,-0.583
281184,2020-09-21 09:43:01+00:00,@Ryanair will you actually get paid doing this job?,price,-0.583
517734,2020-08-22 10:52:26+00:00,@Xtinamccu This reflects the commercial performance of the base which is impacted by multiple factors including the current demand environment and impact from the pandemic.Nicola,price,-0.12
336048,2020-09-24 12:21:06+00:00,@vueling @touspauvres they like our money but not to pay it back!!,price,0.0
381603,2020-02-04 08:28:27+00:00,"@KhalidChelqi During the booking process in our website, you are able to calculate the cost of luggage. Please be informed that the price varies depending on the fare and route.  Please visit https://t.co/jPLJbR29gr to make a new booking.",price,0.0
382296,2020-03-30 16:41:06+00:00,Live look at the Accounts Payable department at @KLM: https://t.co/Q0fYFD0J6G,price,0.0
430997,2020-08-06 07:43:13+00:00,"@NJWhaley For the 29AUG option, we have calculated the cost. This change will cost EUR175.89 as fare difference. Would you like us to send you a payment link?",price,0.294
17642,2020-01-05 06:29:58+00:00,@Lufthansa please do the needful. Can’t make a passenger pay for an agents mistake!!!!!!! https://t.co/esAcEFH0F1,price,-0.41200000000000003
11461,2020-01-05 06:29:58+00:00,@Lufthansa please do the needful. Can’t make a passenger pay for an agents mistake!!!!!!! https://t.co/esAcEFH0F1,price,-0.41200000000000003
5482,2020-01-05 06:29:58+00:00,@Lufthansa please do the needful. Can’t make a passenger pay for an agents mistake!!!!!!! https://t.co/esAcEFH0F1,price,-0.41200000000000003
284363,2020-10-28 19:13:55+00:00,"@kal77uk @Ryanair Then you understand the idea of paying but not getting anything in return. And last but not least, read more, then you know.",price,-0.259
81887,2020-08-17 09:16:04+00:00,"@lufthansa Thanks. The prices are INR, seems my card will be charged from a merchant in India. Is there a way to do it all in Euro?",price,0.0
318058,2020-08-06 19:33:02+00:00,"We talked with @MDLZ about the value of real-time demand sensing during COVID-19. https://t.co/FVj7S2Rq52
...
#cpgindustry #consumergoods #demandsending #demandforecasting #machinelearning  @SAS https://t.co/JRc5WQHwQd",price,0.0
24692,2020-03-15 11:26:23+00:00,"@lufthansa @Lufthansa_USA This is not fair. I booked for to and fro - which I already paid. Now for rebooking, is costing me the one way price. What is the value of my paid money? If you are not picking calls for past two days, provide us the dates that I can travel without any charge. We understand this",price,0.0
34990,2020-03-15 11:26:23+00:00,"@lufthansa @Lufthansa_USA This is not fair. I booked for to and fro - which I already paid. Now for rebooking, is costing me the one way price. What is the value of my paid money? If you are not picking calls for past two days, provide us the dates that I can travel without any charge. We understand this",price,0.0
447205,2020-01-14 08:21:21+00:00,@easyJet You have already taken the money out of my account as well so at the moment I have no evidence of a holiday.,price,0.0
72613,2020-07-07 19:09:47+00:00,@lufthansa @Lufthansa_India  @DGCAIndia  how’s that possible ? I mean there has to be some time frame ... you cannot possible keep the money for 6 months .... I would like to know some time frame at least .,price,0.2
387183,2020-03-18 19:06:12+00:00,@KLM Prices are increasing for changing flights on your website...up to factor 10 of the ticket price. Is it ok to make money with a situation like this???,price,0.5
451100,2020-01-04 04:33:31+00:00,"@easyJet That’s right, it’s when looking to process the payment to confirm booking",price,0.0
506742,2020-07-28 09:44:46+00:00,@easyJet lost luggage,luggage,-0.6970000000000001
323464,2020-02-02 13:53:09+00:00,@vueling am trying to find my luggage and I can’t get any help from  lost luggage department,luggage,0.0
76244,2020-02-24 14:28:15+00:00,Seriously why? You will lose the luggage anyway. @lufthansa https://t.co/eTKUoqB2Zn,luggage,-0.815
419549,2020-07-27 22:57:38+00:00,@KLM Is that normal to have no idea where a suitcase is? Are you going to find it at some point ? O does some luggage never appear? I need more information about what you are actually doing to find the luggage that you lost,luggage,-0.184
385537,2020-03-21 20:30:52+00:00,@KLM  you've lost my luggage again. Well done,luggage,-0.73
87997,2020-09-11 19:48:27+00:00,@Asmali77 @aliabdinasir @lufthansa lost my luggage,luggage,-0.73
103811,2020-01-19 05:03:32+00:00,Update: @British_Airways lost my luggage,luggage,-0.73
526998,2020-09-19 11:45:56+00:00,@HardingMike Cannot be worse than @easyjet who have lost my luggage and will give no details as to how or where and say it is not a great issue (for them at least!) and blame Covid.,luggage,0.0
506822,2020-07-28 09:12:37+00:00,@easyJet lost luggage on a flight. Can you please contact to help???????,luggage,-0.535
61499,2020-06-11 18:18:11+00:00,@itainathaniel Please use this link to report the missing luggage https://t.co/xMB1zDdrif. /Nora,luggage,-0.28600000000000003
349927,2020-03-06 11:42:57+00:00,Please RT. @airfrance can you please find my luggage 😢😢 @DublinAirport https://t.co/2cOZYL1rUq,luggage,0.0
112359,2020-02-20 10:09:24+00:00,@British_Airways He got home. His luggage didn't.,luggage,0.0
80284,2020-08-26 11:04:09+00:00,@lufthansa They contain personal documents. We need to find them and retrieve them please help us contact the responsible of the luggage department #customerservice,luggage,0.385
267444,2020-08-26 09:05:31+00:00,@Ryanair But if you need to take some luggage you'll need a payrise...,luggage,0.0
99611,2020-01-24 09:43:56+00:00,"@alexcruzmaybe @British_Airways Top marks there from punters...
Can you still ""report lost luggage via the app/website?""🤣🤣🤣👏👏 belter!",luggage,-0.574
320853,2020-01-22 13:22:37+00:00,@vueling @annasmajors You make me laugh with your comments . They don’t try and find the luggage / they try and find what the can sell.,luggage,0.375
342144,2020-02-27 01:48:32+00:00,"@GOKEM Hello, we regret to hear your luggage has been delayed. We would like to assist you. Please send us your booking reference number or missing baggage file number in DM. Thanks.",luggage,0.0
391455,2020-03-13 15:15:50+00:00,"Why did you do me dirty and lost my luggage with all my clothes? 😭

@KLM @Schiphol",luggage,-0.848
345800,2020-03-24 11:20:41+00:00,@sunkissedhanna @airfrance the least they can do is give us our luggage back or at least try to fucking find it,luggage,0.0
345783,2020-03-24 12:49:06+00:00,"@airfrance Hi, my bag got lost with some medication. I already tried to contact luggage department unsuccessfully. Could you take a look and inquire for me? I sent you the details via DM",luggage,-0.19699999999999998
112469,2020-02-20 07:22:11+00:00,@British_Airways I got a broken luggage lastnight; where could I ask for repair? https://t.co/6pohDTne0x,luggage,-0.508
66265,2020-07-28 22:15:25+00:00,@Hamma87819328 That's possible. Please find our current hand luggage rules via https://t.co/97bY33LRoj. /Susi,luggage,0.444
203773,2020-02-26 19:37:14+00:00,@Ryanair who can help me with a carry on luggage question,luggage,0.474
104014,2020-01-18 17:38:33+00:00,@KeaneJohn69 @NCLairport @HeathrowAirport @British_Airways Luggage loaded incorrectly,luggage,0.0
55879,2020-06-29 16:18:19+00:00,@lufthansa My luggage is still missing,luggage,-0.615
425581,2020-08-30 10:09:09+00:00,@KLM lost 5 bags of our luggage and need to sort this urgently!!!,luggage,-0.40299999999999997
282943,2020-09-18 08:04:34+00:00,@Ryanair with luggage,luggage,0.0
365045,2020-08-04 09:46:24+00:00,@allanmcnish @airfrance They put your luggage in quarantine.... #airfrancefail,luggage,0.0
377418,2020-02-18 04:57:44+00:00,@StephanieCarvin @KLM And my luggage made it too :-),luggage,0.0
349903,2020-03-06 14:18:36+00:00,Let’s get @j_yful her luggage back! @airfrance @DublinAirport 🙏🥊❤️ https://t.co/ZmJMEL1ofI,luggage,0.0
345019,2020-03-26 03:51:11+00:00,@airfrance GIVE ME MY LUGGAGE BACK,luggage,0.0
370557,2020-01-28 23:15:25+00:00,"@KLM Can you find my suitcase that you lost yesterday, found in Amsterdam and then lost again? *sobs*",luggage,-0.574
475182,2020-04-27 11:14:31+00:00,@easyJet No but it doesn't does it? If it answers this luggage question please screenshot it because I have found nothing about it.,luggage,0.0
69889,2020-07-16 12:23:39+00:00,Hey @lufthansa Having trouble adding luggage when checking in online. Can you help?,luggage,-0.35100000000000003
321509,2020-01-09 15:46:06+00:00,@NitaMandar @vueling Same thing happening with me. My luggage is missing since saturday. https://t.co/oloXZNM9tS,luggage,-0.348
464873,2020-03-30 11:19:24+00:00,"@bushontheradio @easyJet @MartinSLewis will be all over this too. 
Worst airline ever. Lost my luggage on a flight I didn't even get on!",luggage,-0.674
372449,2020-01-17 21:09:29+00:00,@robbeekmans @Delta @KLM Consider yourself lucky! How about them losing all the luggage for an entire flight? And still no idea where it is after 48 hours.,luggage,-0.40299999999999997
411308,2020-06-24 02:36:29+00:00,You people should return her luggage ASAP!! @KLM #noklm #whereisherluggage https://t.co/HMnJ0QSdG1,luggage,0.0
106089,2020-02-26 07:33:36+00:00,"Then I went to the luggage help desk when I landed and they said until my luggage doesn’t close, they can’t do anything about it. The fuck kinda shit is that?!!! We gotta figure something out, bruh. @AmericanAir @British_Airways",luggage,0.0
96400,2020-01-28 19:14:50+00:00,@British_Airways I have sent a message to your DM about luggage that failed to arrive from London to Ghana. It’s been almost 2 weeks. Please act on it!,luggage,-0.33299999999999996
99019,2020-01-25 04:41:25+00:00,"@kjcooper Sorry to hear of the disruption you've had, Kevin. If you're still without your luggage please check the following link for updates: https://t.co/reajQ9GH16. Lisa",luggage,-0.38799999999999996
460147,2020-02-15 15:51:59+00:00,"@gabrielag01 Please contact our lost luggage team, that can be contacted using the following link: https://t.co/6OhnY16QNo. Thanks, Demi. (2/2)",luggage,-0.40299999999999997
448129,2020-01-12 13:21:44+00:00,"@fooozalone I am sorry to hear about this Fay. Please report this to admin@damagedluggage.com. Then you can log your claim via: https://t.co/YQETmBSZmc For more information on damaged luggage please see: https://t.co/nE8xXRdwZk Thanks, Lauren",luggage,-0.391
527031,2020-09-19 10:30:47+00:00,@easyjet hand luggage every time put in the hold and luggage lost 3 times in the last 4 years. You just lost two customers!,luggage,0.0
211142,2020-02-13 18:35:22+00:00,@Ryanair #LoveIsInTheRyanair ok. Got my luggage ready. https://t.co/4ZxpcvyUpS,luggage,0.0
68399,2020-07-21 10:12:14+00:00,"@Lufthansa_USA @lufthansa @Lufthansa_DE No progress, nothing on the tracing status website, impossible to reach the contact number provided. This is not acceptable. We want to know where the luggage is and when it will be delivered. Worst service ever.",luggage,0.0
384346,2020-03-25 06:02:25+00:00,@KLM no update on missing luggage  after 3 days of arrival with flight number KL869.,luggage,0.0
361740,2020-07-10 14:46:08+00:00,"Hey @airfrance i have a lost baggage in a flight i had with you.
Where can i check where my luggage is?",luggage,-0.35100000000000003
1929,2020-01-18 17:22:39+00:00,"@Lufthansa @Lufthansa_USA It's almost 4-wks since Lufthansa has lost our baggage in FRA en route to LAX 
#WhereIsMyBag and so far no update not even a courtesy call on why LH can't find our Baggage or what is the next step. Call to call center is just waste of time..Not Happy!",luggage,0.0
14088,2020-01-18 17:22:39+00:00,"@Lufthansa @Lufthansa_USA It's almost 4-wks since Lufthansa has lost our baggage in FRA en route to LAX 
#WhereIsMyBag and so far no update not even a courtesy call on why LH can't find our Baggage or what is the next step. Call to call center is just waste of time..Not Happy!",luggage,0.0
7907,2020-01-18 17:22:39+00:00,"@Lufthansa @Lufthansa_USA It's almost 4-wks since Lufthansa has lost our baggage in FRA en route to LAX 
#WhereIsMyBag and so far no update not even a courtesy call on why LH can't find our Baggage or what is the next step. Call to call center is just waste of time..Not Happy!",luggage,0.0
85751,2020-09-27 10:28:19+00:00,"@lufthansa Hi, my checked-in luggage handle was broken during the flight. Can anything be done about this? https://t.co/i59LGwbLNh",luggage,0.0
326651,2020-03-04 06:57:51+00:00,@vueling No worries. I got my luggage already one day later at my home! That was really fast! 😁👍,luggage,0.0
107191,2020-02-25 08:39:37+00:00,@nicolacoombs6 @British_Airways How do you misplace hand luggage,luggage,0.615
305389,2020-02-06 19:49:55+00:00,"Hey @SAS, trying to solve a lost luggage situation for the past 24h...
No one is answering your client service line !!
#SK953 #SAS #flysas",luggage,0.0
368429,2020-10-25 14:52:19+00:00,@airfrance I still have no idea where my missing luggage is. Your tracking system is useless and your customer service is terrible. Please tell me where my missing luggage is and when it will be delivered to me.,luggage,-0.444
414403,2020-06-14 14:37:36+00:00,Travel with @KLM and 5 weeks later your luggage is still lost with 'approriate department' not getting around to doing anything about it.,luggage,-0.35100000000000003
457781,2020-02-18 12:35:18+00:00,@easyJet I’ve had an email but it has nothing to do with me and I believe it’s been sent in error to the wrong email address. Please can you contact the original person who has lost this luggage thanks! https://t.co/UxWAxFqnzJ,luggage,0.0
99607,2020-01-24 09:45:31+00:00,@British_Airways I did DM now and again no help whatsoever !! In the meantime our luggage still lost,luggage,0.0
337456,2020-10-16 08:04:33+00:00,@vueling lost my daughter's luggage and has an impossible website where nothing works. I guess I am done with them: they are a disaster.,luggage,-0.40299999999999997
439092,2020-10-18 22:29:31+00:00,@KLM We already filed a report to our missing luggage but my other luggage has missing stickers and tag. So we don’t really know which one of the luggage numbers we have is the missing one. 😭😭😭,luggage,0.0
78089,2020-02-10 21:42:11+00:00,@bfambeff @lufthansa I think the luggage people have been striking. Nothing made sense all day.,luggage,0.0
438638,2020-10-23 08:59:57+00:00,@KLM how tf u gonna lose all 15 pieces of my luggage 😭😭 by far the worst airline I’ve travelled with,luggage,-0.43700000000000006
457500,2020-02-18 21:32:54+00:00,"@JHOsborn I am sorry to hear about this Jenni. If it was found it would have been handed into lost property and then baggage services. Please call the baggage team for information on this. For contact details, please see: https://t.co/PqU9JiHpYp Thanks, Lauren",luggage,0.0
